,stock_id,time_id,target
5027,1,10088,0.013331663
6284,1,20326,0.001887217
5367,1,12905,0.003750899
4061,1,1930,0.006158563
4144,1,2510,0.004648515
6012,1,18012,0.002692303
4170,1,2748,0.004684906
6437,1,21693,0.002518523
7084,1,27289,0.004974244
4868,1,8675,0.006511008
5417,1,13324,0.002319376
7389,1,30325,0.003778081
4213,1,3092,0.002748656
4377,1,4493,0.003002873
4577,1,6102,0.002297661
5226,1,11804,0.004161934
6549,1,22732,0.003585607
6622,1,23265,0.005440153
5252,1,11981,0.001867764
5988,1,17872,0.002762551
4416,1,4797,0.003808081
4824,1,8271,0.002454749
6191,1,19491,0.005493382
4586,1,6166,0.00217452
4762,1,7668,0.003546972
5643,1,14995,0.002520571
4264,1,3567,0.003009098
5513,1,14004,0.002842308
5085,1,10642,0.001719066
6922,1,25916,0.003785157
6130,1,18967,0.003283611
6647,1,23490,0.009549005
5256,1,11995,0.014706132
4820,1,8219,0.007922448
6684,1,23796,0.003295448
5177,1,11375,0.009062679
7074,1,27188,0.004459831
5487,1,13821,0.003811103
7347,1,29930,0.002844717
6958,1,26254,0.002170292
3981,1,1310,0.002575492
6960,1,26277,0.0021911
6786,1,24874,0.004427988
7634,1,32639,0.008966716
5047,1,10291,0.00342395
4474,1,5302,0.002212317
4176,1,2811,0.002822644
4226,1,3187,0.003554602
5225,1,11792,0.002481364
4412,1,4754,0.002631351
6856,1,25427,0.002647926
7481,1,31156,0.002702543
7363,1,30078,0.004671419
4965,1,9518,0.001978143
7578,1,32053,0.002626437
7353,1,29965,0.004154095
4320,1,4069,0.00482188
7514,1,31359,0.002491536
7652,1,32746,0.008547552
7211,1,28527,0.002353837
6793,1,24921,0.004558088
5163,1,11248,0.00288178
6881,1,25617,0.006020511
4428,1,4910,0.003516047
7285,1,29316,0.004364952
4669,1,6850,0.002599189
4721,1,7251,0.002681562
6972,1,26388,0.003344224
5179,1,11393,0.004860044
4022,1,1600,0.008559968
5886,1,17070,0.003920935
6188,1,19483,0.008006337
7140,1,27854,0.003491796
7237,1,28838,0.004863068
7046,1,27003,0.005414518
4351,1,4293,0.002218865
4842,1,8481,0.004606262
6609,1,23195,0.003076707
7055,1,27060,0.007014747
4622,1,6489,0.002020636
5537,1,14234,0.005889524
6561,1,22827,0.003736998
4877,1,8747,0.001940451
4430,1,4927,0.003260109
5382,1,12998,0.014541063
4269,1,3607,0.002875778
5069,1,10523,0.003590039
5949,1,17565,0.003534495
3917,1,817,0.003954627
6476,1,22026,0.003668161
5849,1,16753,0.003116604
7104,1,27511,0.003356287
6405,1,21367,0.001632578
6925,1,25971,0.004218358
4224,1,3160,0.002843804
6078,1,18545,0.002131032
7361,1,30050,0.002210766
4766,1,7679,0.002692219
4501,1,5510,0.003234875
4858,1,8623,0.004733108
4771,1,7743,0.01470171
3840,1,128,0.002980675
4268,1,3601,0.004785659
5067,1,10491,0.003208599
6941,1,26107,0.002359476
6459,1,21890,0.004630403
5752,1,15904,0.010349325
7034,1,26889,0.004762235
7010,1,26720,0.003155803
4290,1,3797,0.003134908
5026,1,10081,0.004051409
3987,1,1359,0.0032246
4078,1,2046,0.002939676
7271,1,29150,0.003658207
5858,1,16823,0.001404307
7585,1,32126,0.00281735
5036,1,10171,0.004813805
7056,1,27071,0.001492558
5986,1,17852,0.004236888
4975,1,9665,0.005051573
4399,1,4661,0.002812066
5640,1,14979,0.005847311
6995,1,26568,0.003917402
6539,1,22635,0.002904531
4923,1,9186,0.001963264
6083,1,18586,0.003918186
7498,1,31279,0.003627374
6359,1,20945,0.005041385
7397,1,30366,0.006252611
5869,1,16941,0.009892953
5925,1,17355,0.002415929
4058,1,1909,0.002961862
6562,1,22828,0.002359456
6862,1,25467,0.00346861
5343,1,12694,0.006082436
6946,1,26159,0.006602729
6514,1,22427,0.007670663
6138,1,19053,0.004291206
6197,1,19527,0.003785898
5796,1,16330,0.005169578
4875,1,8721,0.008723515
4632,1,6585,0.010396301
6234,1,19830,0.001707518
6430,1,21645,0.006772249
5025,1,10072,0.00221737
4453,1,5141,0.004579031
4814,1,8190,0.006523682
5293,1,12291,0.002853017
4874,1,8718,0.004915603
6713,1,24078,0.003906328
5068,1,10494,0.00419606
4930,1,9208,0.001983649
4543,1,5829,0.002489791
5221,1,11750,0.002096281
6594,1,23062,0.003676429
7386,1,30304,0.002585839
5233,1,11868,0.001902501
7040,1,26944,0.004972117
6133,1,18996,0.006292663
7513,1,31351,0.001775122
6533,1,22590,0.002873932
7018,1,26804,0.004023261
6202,1,19551,0.002661119
6101,1,18739,0.00341068
6345,1,20843,0.005168159
5589,1,14619,0.003265641
3955,1,1173,0.004928754
4763,1,7674,0.004137589
5714,1,15671,0.002969603
4776,1,7759,0.006927119
6837,1,25309,0.00323605
5841,1,16704,0.002174947
5498,1,13912,0.002141359
5414,1,13316,0.004904871
6388,1,21208,0.004039662
4425,1,4889,0.003731973
4129,1,2433,0.005212814
5730,1,15757,0.001974938
6507,1,22331,0.004563071
4316,1,4043,0.002740859
5567,1,14445,0.003098392
5385,1,13019,0.003969401
4728,1,7310,0.004551845
5215,1,11722,0.001848995
6760,1,24588,0.008911796
6278,1,20265,0.004805715
5160,1,11199,0.009229335
6159,1,19240,0.005175645
7302,1,29515,0.005211819
5166,1,11279,0.003663293
4407,1,4724,0.001933857
5066,1,10488,0.006212307
6181,1,19434,0.001866845
5579,1,14510,0.00383492
6152,1,19176,0.006838299
5384,1,13018,0.008252014
5835,1,16666,0.002222917
6265,1,20132,0.003834163
6585,1,23001,0.002825018
5296,1,12322,0.002839406
6965,1,26317,0.007054889
5121,1,10929,0.004742685
4413,1,4762,0.007270008
5951,1,17570,0.00956723
6129,1,18960,0.004252959
4252,1,3445,0.00169873
5662,1,15185,0.003999596
5466,1,13650,0.0076574
5723,1,15715,0.005253919
6915,1,25854,0.001896666
5297,1,12324,0.011385874
6800,1,25010,0.005984203
5613,1,14809,0.001954982
4057,1,1904,0.002623357
6563,1,22829,0.002014513
6489,1,22126,0.002275512
5915,1,17265,0.007714267
4103,1,2184,0.004164921
5883,1,17053,0.007833449
6776,1,24742,0.006933957
5820,1,16556,0.003140414
5962,1,17643,0.005447299
7509,1,31338,0.007141871
6146,1,19147,0.007451576
4655,1,6746,0.002154247
5758,1,15938,0.002246808
5038,1,10191,0.00385147
4262,1,3552,0.002948428
5659,1,15163,0.001981385
6667,1,23639,0.010365836
5408,1,13269,0.004037715
4646,1,6668,0.002383525
5514,1,14016,0.004227606
6144,1,19104,0.003340425
5045,1,10262,0.007866132
6737,1,24349,0.008818145
3976,1,1280,0.0049105
5251,1,11962,0.002828884
7163,1,27989,0.002992162
7434,1,30729,0.001854042
6259,1,20083,0.003741692
7606,1,32277,0.00345368
4970,1,9610,0.005210512
4300,1,3931,0.004405726
7098,1,27467,0.001652916
7303,1,29517,0.005678797
4034,1,1728,0.003461675
4604,1,6342,0.002314717
4871,1,8702,0.006461421
4993,1,9862,0.006144954
5062,1,10455,0.006353406
4432,1,4951,0.002104767
5867,1,16910,0.002672778
6186,1,19472,0.001772357
4134,1,2447,0.004520757
6838,1,25312,0.006510964
6611,1,23202,0.00401591
4999,1,9890,0.004712576
4809,1,8104,0.003780689
4379,1,4543,0.00161513
5217,1,11729,0.008099123
4048,1,1827,0.005392139
5754,1,15907,0.004485641
5499,1,13920,0.005455803
4406,1,4723,0.004827741
6444,1,21753,0.004733803
4881,1,8763,0.003725659
4275,1,3660,0.003860484
7150,1,27932,0.007223888
4457,1,5163,0.007479614
4177,1,2826,0.003239242
4171,1,2758,0.00193219
6244,1,19935,0.006221977
4607,1,6367,0.002763363
4266,1,3587,0.006983386
6874,1,25570,0.001477309
4329,1,4106,0.004607476
4133,1,2444,0.003257387
4756,1,7621,0.00830373
5666,1,15216,0.003328815
4505,1,5532,0.002708497
5686,1,15418,0.003766923
4090,1,2118,0.002331066
4757,1,7624,0.004397799
4414,1,4774,0.005156046
7366,1,30125,0.004677055
6264,1,20128,0.005297966
5682,1,15365,0.005306256
5909,1,17227,0.003360973
4071,1,2000,0.004334812
5624,1,14895,0.001704753
6192,1,19493,0.003647069
6551,1,22750,0.002733441
6245,1,19949,0.001012171
4961,1,9465,0.002134886
4726,1,7277,0.011290495
5481,1,13763,0.002045309
7061,1,27127,0.00502216
5229,1,11844,0.00146461
6510,1,22384,0.005250546
7215,1,28563,0.001590709
7445,1,30798,0.002390018
3911,1,735,0.004495754
6516,1,22441,0.004297111
5031,1,10113,0.002133068
5043,1,10243,0.002956679
6166,1,19274,0.007782988
3884,1,487,0.008815984
5265,1,12079,0.004692606
3968,1,1242,0.003498216
7261,1,29048,0.003210423
7374,1,30212,0.005987068
5332,1,12583,0.003409858
6413,1,21434,0.002444613
6131,1,18972,0.003267651
6119,1,18916,0.002738606
6568,1,22893,0.011460483
5751,1,15903,0.005109793
4511,1,5611,0.005327353
5966,1,17676,0.002405271
4080,1,2075,0.003924374
6718,1,24127,0.005888323
7383,1,30276,0.003950411
6170,1,19309,0.004388859
5422,1,13368,0.004729015
4366,1,4414,0.003204562
6628,1,23337,0.002395356
4994,1,9866,0.003404874
6204,1,19579,0.003450585
4907,1,9064,0.00654589
4696,1,7014,0.004291666
6558,1,22822,0.003607194
4581,1,6121,0.002025634
7472,1,31077,0.002404988
5491,1,13857,0.003044143
5621,1,14866,0.002524081
4613,1,6428,0.002263665
7073,1,27182,0.003096855
5781,1,16170,0.002319624
7123,1,27711,0.006284652
5349,1,12726,0.004778232
3877,1,424,0.003372406
5103,1,10767,0.005799306
5687,1,15433,0.002618666
7306,1,29568,0.002037665
6145,1,19136,0.010712409
5474,1,13710,0.004655177
4339,1,4173,0.001547112
5305,1,12411,0.004698481
6304,1,20457,0.003344983
6847,1,25351,0.002807541
5839,1,16696,0.00271781
4962,1,9493,0.002382239
5019,1,10035,0.00331067
4409,1,4739,0.003078675
7614,1,32361,0.004622257
5181,1,11415,0.002266173
6936,1,26081,0.004441216
6538,1,22627,0.003165678
4258,1,3513,0.008002078
3864,1,317,0.00297864
4537,1,5795,0.004295661
4933,1,9222,0.005607891
7173,1,28121,0.003619624
4200,1,2999,0.00241509
4315,1,4038,0.002026891
6350,1,20881,0.003153955
5870,1,16943,0.005473156
4401,1,4690,0.003930245
4429,1,4913,0.003828499
5338,1,12661,0.004691389
4063,1,1946,0.00448817
5602,1,14738,0.004989907
6980,1,26450,0.001425983
4901,1,9021,0.002377584
7415,1,30512,0.002381429
7174,1,28122,0.002658282
4912,1,9091,0.00312829
7657,1,32758,0.002867853
5667,1,15239,0.006181575
6890,1,25653,0.005502671
4437,1,4984,0.004186987
4465,1,5232,0.009580558
5205,1,11639,0.006502444
7052,1,27020,0.004439411
6977,1,26430,0.004437743
5257,1,12011,0.001651124
7245,1,28898,0.00340772
4363,1,4388,0.002749163
4473,1,5300,0.001684554
5676,1,15319,0.005515805
7063,1,27149,0.004912889
7349,1,29941,0.002428086
3950,1,1135,0.008597976
4450,1,5118,0.003555926
7259,1,29037,0.004443543
6701,1,23972,0.005787558
7551,1,31719,0.002513608
7097,1,27457,0.0079887
7345,1,29889,0.005213741
7206,1,28485,0.00364384
5078,1,10604,0.006023798
4832,1,8408,0.00859726
5374,1,12957,0.002420219
7336,1,29828,0.003153131
7500,1,31302,0.002526414
4518,1,5667,0.003909356
5282,1,12206,0.002466131
5366,1,12904,0.003178201
6205,1,19580,0.00969515
5558,1,14356,0.001343921
7441,1,30790,0.002372221
5712,1,15644,0.007920124
6763,1,24600,0.009347127
6241,1,19904,0.006142565
6923,1,25918,0.01239782
7275,1,29228,0.001407141
6080,1,18565,0.007094686
6663,1,23624,0.001871142
5657,1,15147,0.00475508
4007,1,1481,0.001882018
5376,1,12964,0.002400448
7321,1,29676,0.004186128
5838,1,16694,0.003782526
4383,1,4560,0.009166325
6646,1,23488,0.002807946
6349,1,20872,0.00425212
4115,1,2293,0.002609116
6564,1,22877,0.002323755
7645,1,32693,0.002993946
3921,1,854,0.002739476
6487,1,22117,0.002253829
6414,1,21437,0.001699233
6036,1,18203,0.00493023
5945,1,17506,0.002640648
6218,1,19651,0.002141015
5829,1,16629,0.002228351
7230,1,28770,0.006239717
4748,1,7518,0.002370957
7118,1,27619,0.004019077
6595,1,23069,0.004585921
5606,1,14752,0.0034886
6868,1,25501,0.0057839
4873,1,8708,0.003680824
4979,1,9700,0.003668267
5538,1,14235,0.004613649
7653,1,32748,0.002887321
7179,1,28200,0.003827623
4523,1,5704,0.0022167
7203,1,28474,0.007023145
6380,1,21136,0.004191409
4105,1,2193,0.002848138
7251,1,28969,0.003612919
4800,1,8014,0.002346686
5189,1,11481,0.003999917
6883,1,25622,0.002516618
5619,1,14842,0.003035766
6460,1,21891,0.007781968
6390,1,21239,0.004683648
7196,1,28395,0.003315685
4789,1,7874,0.003563037
5502,1,13941,0.003174638
5884,1,17056,0.005779634
4559,1,5934,0.005008008
4066,1,1962,0.001236773
6761,1,24589,0.004395506
5093,1,10702,0.003785187
4838,1,8448,0.001764253
5508,1,13980,0.004873972
5240,1,11893,0.005278509
4100,1,2178,0.005406663
4051,1,1866,0.007618571
6768,1,24705,0.001801909
7400,1,30379,0.005482599
5478,1,13737,0.003941597
7176,1,28186,0.004247053
7554,1,31750,0.003996324
4715,1,7213,0.002422159
5286,1,12234,0.004310628
5168,1,11303,0.002358609
6472,1,22011,0.003586258
7112,1,27561,0.00335146
4968,1,9583,0.00302151
7312,1,29608,0.002085072
5053,1,10349,0.002684604
5243,1,11904,0.003168504
5392,1,13102,0.004842096
6153,1,19180,0.007701186
4921,1,9164,0.00283078
7048,1,27013,0.00215042
5071,1,10546,0.006859761
3933,1,1000,0.002697373
7199,1,28422,0.001407642
5480,1,13762,0.001462922
4513,1,5629,0.002298097
6569,1,22898,0.004210404
6794,1,24929,0.00284115
6399,1,21307,0.006961956
5816,1,16507,0.0045625
5994,1,17911,0.001984943
6286,1,20329,0.002097909
7214,1,28541,0.003931299
5566,1,14442,0.005374528
7169,1,28066,0.004116576
3862,1,309,0.003563907
4029,1,1688,0.004889096
5230,1,11852,0.00533729
6111,1,18836,0.002462861
5283,1,12222,0.002957596
6142,1,19072,0.004784097
4132,1,2440,0.003549631
3869,1,337,0.001998282
7273,1,29219,0.00618732
3898,1,618,0.004544577
7225,1,28697,0.005726715
3964,1,1219,0.004022394
4509,1,5601,0.006567499
5238,1,11886,0.001073443
6474,1,22014,0.005256614
7291,1,29375,0.001856324
3984,1,1326,0.00216129
4310,1,4027,0.005775591
6770,1,24713,0.002856884
4195,1,2956,0.017889891
4563,1,5976,0.004928153
6784,1,24868,0.002691908
5881,1,17034,0.005196975
5528,1,14126,0.006551595
4981,1,9735,0.005532224
4784,1,7837,0.005692255
6750,1,24437,0.002148509
4117,1,2312,0.004168919
6233,1,19817,0.004127644
6599,1,23132,0.003130569
4846,1,8546,0.003353846
4331,1,4132,0.006995258
3949,1,1128,0.002800285
6597,1,23112,0.008281931
6931,1,26024,0.003401915
4615,1,6445,0.002103976
6602,1,23145,0.00260954
6582,1,22964,0.00239467
4391,1,4615,0.002451189
6299,1,20434,0.011806138
5348,1,12718,0.006983152
4338,1,4159,0.002638531
6024,1,18129,0.002226322
6919,1,25876,0.004468745
5060,1,10448,0.0033342
6834,1,25282,0.004488838
5327,1,12552,0.002719201
7379,1,30244,0.005218639
6937,1,26082,0.0068293
7615,1,32374,0.002528693
4623,1,6493,0.004837419
5444,1,13503,0.009279578
6604,1,23153,0.003305579
5372,1,12945,0.003773078
4927,1,9201,0.002778229
5123,1,10934,0.003755375
6301,1,20439,0.001391457
6045,1,18234,0.001680685
7324,1,29716,0.003132051
5581,1,14549,0.006685533
6255,1,20057,0.003477402
3912,1,745,0.002626631
6267,1,20136,0.005941125
7370,1,30177,0.002915023
6178,1,19390,0.003327193
7535,1,31528,0.008507218
7187,1,28292,0.007790536
6542,1,22666,0.003277041
6057,1,18400,0.003903912
5540,1,14246,0.00217507
4670,1,6854,0.002705296
5739,1,15824,0.008109539
5483,1,13775,0.005088732
4594,1,6256,0.006008248
6416,1,21445,0.002338768
4373,1,4477,0.004423032
4307,1,3999,0.007653352
5846,1,16733,0.001772238
6463,1,21911,0.004103628
4484,1,5392,0.00426593
4113,1,2259,0.001823311
6723,1,24161,0.005754341
5895,1,17120,0.006594246
6226,1,19735,0.004494202
5777,1,16127,0.003709967
6331,1,20715,0.003524054
7377,1,30225,0.002979764
4811,1,8117,0.003519718
7546,1,31656,0.002968874
4983,1,9748,0.002493751
5326,1,12546,0.003268105
4504,1,5517,0.010113406
4298,1,3921,0.003569044
7284,1,29302,0.006357657
4259,1,3516,0.003137635
6886,1,25638,0.004158813
5615,1,14813,0.002483695
4746,1,7512,0.0032849
3996,1,1417,0.004797361
4841,1,8476,0.002676005
5477,1,13735,0.020951212
5743,1,15846,0.001043656
4306,1,3987,0.001761515
5559,1,14361,0.002530548
6072,1,18500,0.001714486
6828,1,25234,0.002743143
5008,1,9967,0.00608244
3886,1,506,0.005786149
5610,1,14797,0.001915235
4038,1,1787,0.001628183
7024,1,26841,0.001538159
5936,1,17429,0.00353561
5137,1,11043,0.009370921
4255,1,3469,0.004739617
5584,1,14572,0.001938948
4386,1,4587,0.002462633
5095,1,10708,0.003506389
5298,1,12347,0.004108977
7659,1,32767,0.002204031
6804,1,25023,0.005432087
4322,1,4072,0.001569958
4791,1,7883,0.004640794
6971,1,26387,0.006370865
7502,1,31306,0.006435487
4817,1,8196,0.001231325
7598,1,32219,0.010690672
6296,1,20415,0.004246515
5908,1,17217,0.003202383
5786,1,16240,0.004215732
7147,1,27891,0.004644257
6109,1,18822,0.001740846
6566,1,22884,0.002075197
7210,1,28521,0.002866003
5947,1,17528,0.005479311
6448,1,21805,0.008561137
4830,1,8360,0.004734963
6556,1,22794,0.004788949
4166,1,2711,0.005335092
5896,1,17157,0.005608983
5614,1,14810,0.002747541
5622,1,14869,0.002691803
5182,1,11419,0.002855005
4389,1,4603,0.003478434
4647,1,6679,0.002500743
4220,1,3138,0.01486394
4567,1,6020,0.007524057
6893,1,25680,0.001192189
4898,1,8978,0.002587662
4767,1,7686,0.003112207
6575,1,22914,0.002082823
5378,1,12981,0.015513854
5597,1,14714,0.004587604
7590,1,32174,0.001888774
6409,1,21398,0.005673822
4087,1,2104,0.004674572
6325,1,20644,0.003441487
5169,1,11318,0.002366976
7577,1,32048,0.002998262
4046,1,1823,0.008496674
7571,1,32009,0.007330458
5956,1,17604,0.00306
4340,1,4186,0.005880106
4839,1,8454,0.005795269
6821,1,25176,0.002129982
4356,1,4329,0.005364047
5678,1,15341,0.003086375
6927,1,25999,0.005159287
3962,1,1213,0.0022327
4244,1,3389,0.006368514
3865,1,319,0.003053655
5590,1,14623,0.00266665
3894,1,589,0.007248912
5112,1,10816,0.003128363
6729,1,24220,0.003439731
4468,1,5245,0.002923574
7212,1,28534,0.006967181
5054,1,10364,0.007080534
5271,1,12131,0.00336076
5048,1,10311,0.004422256
6809,1,25085,0.002993618
4618,1,6480,0.002843397
5370,1,12930,0.003910891
6844,1,25340,0.013446437
4597,1,6274,0.003195235
7286,1,29330,0.003121129
7536,1,31554,0.002685466
6438,1,21695,0.003158076
6327,1,20669,0.003821312
4938,1,9279,0.006036182
7642,1,32686,0.002453166
5980,1,17823,0.00540604
4741,1,7460,0.003330145
5741,1,15840,0.002408704
6589,1,23030,0.00506407
4021,1,1587,0.00103027
6273,1,20214,0.008736704
7650,1,32736,0.003229434
6059,1,18407,0.00366282
5239,1,11887,0.003787074
7356,1,29990,0.002725376
6292,1,20405,0.004054327
7449,1,30824,0.006850544
6778,1,24766,0.001896494
6104,1,18764,0.007731456
4282,1,3711,0.002786157
5064,1,10461,0.005823631
4026,1,1663,0.002865261
7300,1,29504,0.003025938
5427,1,13398,0.003924803
5574,1,14483,0.002652886
4289,1,3762,0.005561652
6732,1,24259,0.005653655
7165,1,28002,0.002955927
4510,1,5609,0.003649367
6553,1,22759,0.00356731
4248,1,3406,0.00537701
5840,1,16699,0.002751903
4191,1,2917,0.005252113
5645,1,15010,0.00205962
4032,1,1719,0.005313032
4764,1,7675,0.00380545
5307,1,12420,0.005450174
6190,1,19489,0.002474193
7426,1,30624,0.00426967
6347,1,20858,0.001978917
3954,1,1161,0.005122213
6338,1,20785,0.013653407
5926,1,17363,0.003223245
4168,1,2718,0.010114144
4754,1,7572,0.004904167
5655,1,15132,0.008715334
7372,1,30208,0.009023418
4333,1,4140,0.003325502
6926,1,25993,0.006099392
4276,1,3661,0.004287705
7242,1,28880,0.00364166
5705,1,15586,0.003109046
6356,1,20936,0.005061548
7218,1,28619,0.01004547
6310,1,20499,0.002444298
6239,1,19876,0.003934642
5632,1,14918,0.00338898
4765,1,7677,0.001561682
5280,1,12178,0.004964365
6875,1,25575,0.002975229
5898,1,17167,0.003964834
5183,1,11431,0.004726728
5991,1,17885,0.005912507
6287,1,20336,0.001904376
5018,1,10030,0.004971431
4047,1,1826,0.002485198
5245,1,11920,0.002803768
7028,1,26864,0.002468201
7263,1,29064,0.003159766
5440,1,13491,0.001114587
5222,1,11764,0.001547429
6756,1,24523,0.002209551
4707,1,7150,0.009259789
5076,1,10572,0.004350087
6509,1,22377,0.003816223
5943,1,17491,0.002612421
6887,1,25639,0.00452012
6517,1,22447,0.003036842
5311,1,12437,0.004502391
6894,1,25683,0.008075768
4566,1,6016,0.003184468
7143,1,27875,0.00412502
5320,1,12531,0.00203578
5211,1,11689,0.00320575
4565,1,5987,0.002548272
6034,1,18184,0.005711187
5553,1,14316,0.004974712
4541,1,5817,0.012472528
4490,1,5424,0.001474035
5276,1,12151,0.00313537
7241,1,28877,0.00307703
5965,1,17672,0.003772902
4118,1,2329,0.003398425
5324,1,12537,0.002957822
5187,1,11453,0.007363397
5663,1,15186,0.003852395
6681,1,23780,0.002631735
5818,1,16519,0.002565619
4056,1,1890,0.005375961
4590,1,6197,0.001563733
6184,1,19459,0.004246467
6013,1,18020,0.001681048
4344,1,4219,0.005714533
6825,1,25197,0.004856593
5124,1,10938,0.001574679
6122,1,18932,0.001951514
5435,1,13452,0.007447285
6004,1,17973,0.002844578
7461,1,31018,0.005356251
7622,1,32470,0.005584388
7526,1,31443,0.003687856
6277,1,20255,0.004618743
3934,1,1011,0.001905644
6358,1,20944,0.001869802
4630,1,6566,0.001550928
4598,1,6286,0.002579433
6855,1,25403,0.00136024
7021,1,26830,0.004763073
6454,1,21854,0.003094335
7209,1,28512,0.002158163
6699,1,23962,0.002921282
5284,1,12225,0.00367802
5510,1,13986,0.007096703
6326,1,20651,0.011970826
4658,1,6782,0.003135002
6248,1,19994,0.004639126
7219,1,28625,0.004087842
4231,1,3280,0.005303939
6803,1,25019,0.002249271
6268,1,20164,0.003398451
4679,1,6928,0.006759716
6988,1,26503,0.00326402
6403,1,21344,0.00360225
5598,1,14715,0.003512571
5194,1,11501,0.005672687
6260,1,20084,0.006510425
4367,1,4431,0.002944869
5626,1,14906,0.006473644
5759,1,15960,0.008983089
7011,1,26752,0.011443975
5972,1,17762,0.002419173
4408,1,4737,0.00319616
4522,1,5686,0.002775694
5441,1,13495,0.001875216
6706,1,24021,0.005942662
3960,1,1205,0.007276782
5649,1,15048,0.002649048
6497,1,22217,0.003663024
5407,1,13241,0.008887593
4485,1,5400,0.001788001
4274,1,3655,0.003229602
5763,1,15989,0.00343794
4947,1,9329,0.003345509
7065,1,27153,0.002647401
5058,1,10421,0.002564964
6011,1,18007,0.003353346
7600,1,32240,0.010013873
7102,1,27493,0.002589163
5504,1,13949,0.00284572
6180,1,19428,0.008491305
4420,1,4850,0.008158449
4688,1,6965,0.008095191
5405,1,13235,0.003102246
4308,1,4004,0.005691737
4911,1,9077,0.004303784
6765,1,24662,0.008165895
6317,1,20571,0.002128736
4438,1,4987,0.004639396
4178,1,2833,0.003343549
5969,1,17707,0.002122485
6467,1,21988,0.005456512
7360,1,30040,0.002319095
4442,1,5020,0.003554587
4286,1,3735,0.002837092
7636,1,32649,0.012330745
4402,1,4695,0.003297749
7343,1,29880,0.006239279
4573,1,6076,0.004036343
4533,1,5777,0.001531271
4012,1,1529,0.002449605
5638,1,14976,0.006175483
4072,1,2006,0.002009592
7409,1,30456,0.002361813
5224,1,11786,0.002508811
5868,1,16919,0.002460389
7510,1,31345,0.002739633
4483,1,5391,0.005946709
3978,1,1291,0.007464314
4538,1,5803,0.00529258
5992,1,17888,0.003107313
3853,1,232,0.004937771
5094,1,10703,0.004624526
5115,1,10849,0.004346956
5889,1,17090,0.003072133
5362,1,12840,0.004934115
5266,1,12102,0.009233197
4749,1,7545,0.003736472
6612,1,23212,0.002066097
5999,1,17955,0.005881352
6976,1,26428,0.004520199
7539,1,31587,0.003916601
7658,1,32763,0.004902331
6653,1,23531,0.004707661
7627,1,32590,0.003831927
7277,1,29240,0.004949628
6425,1,21602,0.008618399
5703,1,15568,0.003890683
5339,1,12666,0.003686749
5090,1,10688,0.004580194
5873,1,16987,0.003940018
6771,1,24717,0.001950143
6436,1,21685,0.003868245
4542,1,5825,0.003411483
5273,1,12139,0.005571526
4475,1,5303,0.019591025
7569,1,31970,0.003931319
3851,1,227,0.003937705
5918,1,17305,0.002496575
5998,1,17951,0.001517648
4445,1,5046,0.005267854
4500,1,5505,0.004130498
7235,1,28832,0.004338332
6495,1,22188,0.003038376
7127,1,27771,0.002677237
4730,1,7322,0.00160228
5244,1,11914,0.003936936
7341,1,29872,0.00475916
7031,1,26874,0.007162615
7451,1,30866,0.001923963
7239,1,28841,0.003501622
6406,1,21368,0.002588994
4815,1,8191,0.003448461
6519,1,22466,0.003967785
7491,1,31242,0.002056457
7120,1,27627,0.001647143
4036,1,1747,0.002739762
6780,1,24775,0.003154269
3860,1,297,0.002384726
4088,1,2109,0.005415375
6557,1,22798,0.00331992
5056,1,10389,0.007509115
6631,1,23348,0.002626216
6415,1,21439,0.004144186
5780,1,16149,0.004485486
4003,1,1464,0.004864298
5761,1,15966,0.006537046
5803,1,16428,0.004778564
7053,1,27037,0.002673574
5023,1,10070,0.001745559
4689,1,6976,0.003304532
5482,1,13771,0.002234618
7385,1,30303,0.007080854
6686,1,23821,0.003626111
6953,1,26197,0.002084701
4273,1,3650,0.004906058
7504,1,31322,0.005145959
4637,1,6617,0.004235172
7139,1,27851,0.00261785
5817,1,16511,0.007663154
4845,1,8534,0.002143329
5830,1,16630,0.00518256
4913,1,9096,0.004915971
4977,1,9687,0.006604743
4323,1,4075,0.005896971
5453,1,13567,0.002938161
5843,1,16707,0.003912003
5852,1,16792,0.002714271
4831,1,8365,0.005726009
6902,1,25751,0.00154063
7148,1,27910,0.003718847
5879,1,17029,0.005806619
4139,1,2479,0.001929476
4802,1,8032,0.002485424
5138,1,11048,0.004476114
4162,1,2657,0.001930582
5055,1,10369,0.003327522
5490,1,13851,0.011028424
5040,1,10209,0.004810723
4271,1,3626,0.009837477
5726,1,15730,0.001819294
5637,1,14970,0.00369661
6525,1,22513,0.004706132
4519,1,5676,0.002335022
5527,1,14125,0.005881615
7116,1,27593,0.004592268
4593,1,6235,0.004621078
6177,1,19389,0.002805466
5722,1,15713,0.003503401
7036,1,26903,0.004099981
7278,1,29246,0.001994052
5736,1,15807,0.003886705
5493,1,13868,0.005643944
6820,1,25166,0.002828492
5127,1,10949,0.00508469
5531,1,14176,0.004521569
3846,1,169,0.004633325
5894,1,17117,0.004593384
5721,1,15706,0.00340959
4470,1,5266,0.005022687
6136,1,19034,0.002563845
6997,1,26578,0.003866622
7391,1,30328,0.003174392
4995,1,9869,0.002921853
6344,1,20837,0.003291858
5434,1,13451,0.002072607
6709,1,24034,0.010864272
6511,1,22385,0.004534213
5767,1,16031,0.001875874
5016,1,10005,0.006434063
5768,1,16040,0.003644815
5554,1,14319,0.002165169
